Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Access Type,Source,EID
"Gratton, G., Coles, M.G.H., Donchin, E.","Optimizing the Use of Information: Strategic Control of Activation of Responses",1992,"Journal of Experimental Psychology: General","121","4",,"480","506",,925,10.1037/0096-3445.121.4.480,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027085646&doi=10.1037%2f0096-3445.121.4.480&partnerID=40&md5=32de50f9e200bce7666284e51663f923",Article,,Scopus,2-s2.0-0027085646
"Ashby, F.G., Lee, W.W.","On the Relationship Among Identification, Similarity, and Categorization: Reply to Nosofsky and Smith (1992)",1992,"Journal of Experimental Psychology: General","121","3",,"385","393",,28,10.1037/0096-3445.121.3.385,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040550607&doi=10.1037%2f0096-3445.121.3.385&partnerID=40&md5=1ae364526f535fc69e10c851ea43ba3d",Article,,Scopus,2-s2.0-0040550607
"Cutting, J.E., Bruno, N., Brady, N.P., Moore, C.","Selectivity, Scope, and Simplicity of Models: A Lesson From Fitting Judgments of Perceived Depth",1992,"Journal of Experimental Psychology: General","121","3",,"364","381",,59,10.1037/0096-3445.121.3.364,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026916542&doi=10.1037%2f0096-3445.121.3.364&partnerID=40&md5=1f790a10d8fafeddb6f0ee63abadbdf2",Article,,Scopus,2-s2.0-0026916542
"Donaldson, W.","Measuring Recognition Memory",1992,"Journal of Experimental Psychology: General","121","3",,"275","277",,284,10.1037/0096-3445.121.3.275,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026917483&doi=10.1037%2f0096-3445.121.3.275&partnerID=40&md5=def03d60a0776e2a92868db0486cb83f",Article,,Scopus,2-s2.0-0026917483
"Olton, D.S.","Tolman's Cognitive Analyses: Predecessors of Current Approaches in Psychology",1992,"Journal of Experimental Psychology: General","121","4",,"427","428",,1,10.1037/0096-3445.121.4.427,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027049644&doi=10.1037%2f0096-3445.121.4.427&partnerID=40&md5=d59961f4db322181daa6116b1685c8e6",Article,,Scopus,2-s2.0-0027049644
"Kelso, J.A.S.","Theoretical Concepts and Strategies for Understanding Perceptual-Motor Skill: From Information Capacity in Closed Systems to Self-Organization in Open, Nonequilibrium Systems",1992,"Journal of Experimental Psychology: General","121","3",,"260","261",,26,10.1037/0096-3445.121.3.260,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026914262&doi=10.1037%2f0096-3445.121.3.260&partnerID=40&md5=5e140011de2429b2744f4849cd77d868",Article,,Scopus,2-s2.0-0026914262
"Miller, J., Hackley, S.A.","Electrophysiological Evidence for Temporal Overlap Among Contingent Mental Processes",1992,"Journal of Experimental Psychology: General","121","2",,"195","209",,205,10.1037/0096-3445.121.2.195,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026876118&doi=10.1037%2f0096-3445.121.2.195&partnerID=40&md5=1a45068eaafcf0b87f4c206105d0c913",Article,,Scopus,2-s2.0-0026876118
"Merriman, W.E., Schuster, J.M., Hager, L.","Are Names Ever Mapped Onto Preexisting Categories?",1991,"Journal of Experimental Psychology: General","120","3",,"288","300",,11,10.1037/0096-3445.120.3.288,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026215127&doi=10.1037%2f0096-3445.120.3.288&partnerID=40&md5=88e920d73205a376a2e6abb59caf8b77",Article,,Scopus,2-s2.0-0026215127
"Navon, D.","Testing a Queue Hypothesis for the Processing of Global and Local Information",1991,"Journal of Experimental Psychology: General","120","2",,"173","189",,52,10.1037/0096-3445.120.2.173,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026177764&doi=10.1037%2f0096-3445.120.2.173&partnerID=40&md5=d942e077cb1ab7baab9287d62ffd8703",Article,,Scopus,2-s2.0-0026177764
"Ben-Shakhar, G., Gati, I.","Experimental Methodology and Conceptual Clarity in the Study of Orienting Response Elicitation and Habituation: A Reply to Furedy",1991,"Journal of Experimental Psychology: General","120","1",,"110","111",,,10.1037/0096-3445.120.1.110,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149208326&doi=10.1037%2f0096-3445.120.1.110&partnerID=40&md5=4fd4c715c3e7da417804d15e33432c26",Article,,Scopus,2-s2.0-58149208326
"Schooler, J.W., Tanaka, J.W.","Composites, Compromises, and CHARM: What Is the Evidence for Blend Memory Representations?",1991,"Journal of Experimental Psychology: General","120","1",,"96","100",,19,10.1037/0096-3445.120.1.96,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026126749&doi=10.1037%2f0096-3445.120.1.96&partnerID=40&md5=cb3e72f219ed0fd0b3cead6fcfcf6514",Article,,Scopus,2-s2.0-0026126749
"Metcalfe, J.","Representations, Predictions, and Remembrances in CHARM: A Reply to Lindsay (1991)",1991,"Journal of Experimental Psychology: General","120","3",,"313","315",,2,10.1037/0096-3445.120.3.313,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026213225&doi=10.1037%2f0096-3445.120.3.313&partnerID=40&md5=a23af088b29370957660991e519160ed",Article,,Scopus,2-s2.0-0026213225
"Hanson, C., Hirst, W.","Recognizing Differences in Recognition Tasks: A Reply to Lassiter and Slaw",1991,"Journal of Experimental Psychology: General","120","2",,"211","212",,11,10.1037/0096-3445.120.2.211,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040563931&doi=10.1037%2f0096-3445.120.2.211&partnerID=40&md5=df6d7471cf3b1792b5dc523c11611349",Article,,Scopus,2-s2.0-0040563931
"Brooks, L.R., Vokey, J.R.","Abstract Analogies and Abstracted Grammars: Comments on Reber (1989) and Mathews et al. (1989)",1991,"Journal of Experimental Psychology: General","120","3",,"316","323",,150,10.1037/0096-3445.120.3.316,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001298646&doi=10.1037%2f0096-3445.120.3.316&partnerID=40&md5=6992449feae97d718e17a482023e670b",Article,,Scopus,2-s2.0-0001298646
"Durso, F.T., Shore, W.J.","Partial Knowledge of Word Meanings",1991,"Journal of Experimental Psychology: General","120","2",,"190","202",,50,10.1037/0096-3445.120.2.190,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0005679829&doi=10.1037%2f0096-3445.120.2.190&partnerID=40&md5=ae3a3fbe58e914c4df35552a9ae65285",Article,,Scopus,2-s2.0-0005679829
"Kyllonen, P.C., Tirre, W.C., Christal, R.E.","Knowledge and Processing Speed as Determinants of Associative Learning",1991,"Journal of Experimental Psychology: General","120","1",,"57","79",,41,10.1037/0096-3445.120.1.57,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001916927&doi=10.1037%2f0096-3445.120.1.57&partnerID=40&md5=f6bddc8a7a05ab4ef4e1768309ba69fc",Article,,Scopus,2-s2.0-0001916927
"Perruchet, P., Pacteau, C.","Implicit Acquisition of Abstract Knowledge About Artificial Grammar: Some Methodological and Conceptual Issues",1991,"Journal of Experimental Psychology: General","120","1",,"112","116",,45,10.1037/0096-3445.120.1.112,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040458490&doi=10.1037%2f0096-3445.120.1.112&partnerID=40&md5=fb100fdd0dd443a3e467b984dfdc96a7",Article,,Scopus,2-s2.0-0040458490
"Weeks, D.J., Proctor, R.W.","Salient-Features Coding and Orthogonal Compatibility Effects: A Reply to Umiltá",1991,"Journal of Experimental Psychology: General","120","1",,"87","89",,3,10.1037/0096-3445.120.1.87,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038934658&doi=10.1037%2f0096-3445.120.1.87&partnerID=40&md5=50fd849090e8e483925bfbf9a9773e9a",Article,,Scopus,2-s2.0-0038934658
"Brooks, L.R., Norman, G.R., Allen, S.W.","Role of Specific Similarity in a Medical Diagnostic Task",1991,"Journal of Experimental Psychology: General","120","3",,"278","287",,159,10.1037/0096-3445.120.3.278,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026215547&doi=10.1037%2f0096-3445.120.3.278&partnerID=40&md5=1ddb5c37ef815fc7f72d93fc1c14f3a8",Article,,Scopus,2-s2.0-0026215547
"Cerella, J.","Age Effects May Be Global, Not Local: Comment on Fisk and Rogers (1991)",1991,"Journal of Experimental Psychology: General","120","2",,"215","223",,90,10.1037/0096-3445.120.2.215,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026180738&doi=10.1037%2f0096-3445.120.2.215&partnerID=40&md5=fa018e8859133cd1598f2abd3618f588",Article,,Scopus,2-s2.0-0026180738
"Fong, G.T., Nisbett, R.E.","Immediate and Delayed Transfer of Training Effects in Statistical Reasoning",1991,"Journal of Experimental Psychology: General","120","1",,"34","45",,65,10.1037/0096-3445.120.1.34,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026127152&doi=10.1037%2f0096-3445.120.1.34&partnerID=40&md5=c12561b6200dbd8873ade0dbfa9187c5",Article,,Scopus,2-s2.0-0026127152
"Kreuz, R.J., Graesser, A.C.","Aspects of Idiom Interpretation: Comment on Nayak and Gibbs",1991,"Journal of Experimental Psychology: General","120","1",,"90","92",,16,10.1037/0096-3445.120.1.90,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002676539&doi=10.1037%2f0096-3445.120.1.90&partnerID=40&md5=95fc0a837d8cbcbf02d5d55c7fdb89a9",Article,,Scopus,2-s2.0-0002676539
"Fisk, A.D., Rogers, W.A.","Toward an Understanding of Age-Related Memory and Visual Search Effects",1991,"Journal of Experimental Psychology: General","120","2",,"131","149",,110,10.1037/0096-3445.120.2.131,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026178242&doi=10.1037%2f0096-3445.120.2.131&partnerID=40&md5=aa9c522bf3cb64fed32780d374246e55",Article,,Scopus,2-s2.0-0026178242
"Hopkins, W.D., Morris, R.D., Savage-Rumbaugh, E.S.","Evidence for Asymmetrical Hemispheric Priming Using Known and Unknown Warning Stimuli in Two Language-Trained Chimpanzees (Pan troglodytes)",1991,"Journal of Experimental Psychology: General","120","1",,"46","56",,15,10.1037/0096-3445.120.1.46,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026133822&doi=10.1037%2f0096-3445.120.1.46&partnerID=40&md5=dbd0ba2a51d4f7fb8195743ccace54fc",Article,,Scopus,2-s2.0-0026133822
"Graesser, A.C., Lang, K.L., Roberts, R.M.","Question Answering in the Context of Stories",1991,"Journal of Experimental Psychology: General","120","3",,"254","277",,58,10.1037/0096-3445.120.3.254,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0039901421&doi=10.1037%2f0096-3445.120.3.254&partnerID=40&md5=8309a3318992bad9cca62b87348bcb7f",Article,,Scopus,2-s2.0-0039901421
"Ashby, F.G., Lee, W.W.","Predicting Similarity and Categorization From Identification",1991,"Journal of Experimental Psychology: General","120","2",,"150","172",,148,10.1037/0096-3445.120.2.150,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026176387&doi=10.1037%2f0096-3445.120.2.150&partnerID=40&md5=add3328b855e290664429d6cfd9197d6",Article,,Scopus,2-s2.0-0026176387
"Bernstein, I.H., Welch, K.R.","Awareness, False Recognition, and the Jacoby-Whitehouse Effect",1991,"Journal of Experimental Psychology: General","120","3",,"324","328",,29,10.1037/0096-3445.120.3.324,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001300523&doi=10.1037%2f0096-3445.120.3.324&partnerID=40&md5=82c64860eea886909c8d8a9b6cd2a2ed",Article,,Scopus,2-s2.0-0001300523
"Bahrick, H.P., Hall, L.K.","Lifetime Maintenance of High School Mathematics Content",1991,"Journal of Experimental Psychology: General","120","1",,"20","33",,79,10.1037/0096-3445.120.1.20,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0003100727&doi=10.1037%2f0096-3445.120.1.20&partnerID=40&md5=89f42bfdc91bd01c1d15fc1c814c242c",Article,,Scopus,2-s2.0-0003100727
"Mathews, R.C.","The Forgetting Algorithm: How Fragmentary Knowledge of Exemplars Can Abstract Knowledge",1991,"Journal of Experimental Psychology: General","120","1",,"117","119",,19,10.1037/0096-3445.120.1.117,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0009174788&doi=10.1037%2f0096-3445.120.1.117&partnerID=40&md5=94167f1d82a3ae0d5ba943576c4c5fa7",Article,,Scopus,2-s2.0-0009174788
"Conway, M.A., Cohen, G., Stanhope, N.","On the Very Long-Term Retention of Knowledge Acquired Through Formal Education: Twelve Years of Cognitive Psychology",1991,"Journal of Experimental Psychology: General","120","4",,"395","409",,81,10.1037/0096-3445.120.4.395,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000642562&doi=10.1037%2f0096-3445.120.4.395&partnerID=40&md5=40a2800f07f6f5e8db0a471438c1750e",Article,,Scopus,2-s2.0-0000642562
"Ploger, D., Wilson, M.","Statistical Reasoning: What Is the Role of Inferential Rule Training? Comment on Fong and Nisbett",1991,"Journal of Experimental Psychology: General","120","2",,"213","214",,4,10.1037/0096-3445.120.2.213,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0011418375&doi=10.1037%2f0096-3445.120.2.213&partnerID=40&md5=96c9db1c7225d4a07fedfd788a7f0952",Article,,Scopus,2-s2.0-0011418375
"Ellis, H.C.","Focused Attention and Depressive Deficits in Memory",1991,"Journal of Experimental Psychology: General","120","3",,"310","312",,22,10.1037/0096-3445.120.3.310,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026217057&doi=10.1037%2f0096-3445.120.3.310&partnerID=40&md5=0f305c7f3107fe7ccb2244f1c2ab48c2",Article,,Scopus,2-s2.0-0026217057
"Jared, D., Seidenberg, M.S.","Does Word Identification Proceed From Spelling to Sound to Meaning?",1991,"Journal of Experimental Psychology: General","120","4",,"358","394",,145,10.1037/0096-3445.120.4.358,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000657928&doi=10.1037%2f0096-3445.120.4.358&partnerID=40&md5=534da53a6f58e1366f0a000590d186ab",Article,,Scopus,2-s2.0-0000657928
"Lassiter, G.D., Slaw, R.D.","The Unitization and Memory of Events",1991,"Journal of Experimental Psychology: General","120","1",,"80","82",,28,10.1037/0096-3445.120.1.80,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002230599&doi=10.1037%2f0096-3445.120.1.80&partnerID=40&md5=3f4c47de6223c9d6ec6a518c678c8b2c",Article,,Scopus,2-s2.0-0002230599
"Lindsay, D.S.","CHARMed, But Not Convinced: Comment on Metcalfe (1990)",1991,"Journal of Experimental Psychology: General","120","1",,"101","105",,7,10.1037/0096-3445.120.1.101,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0347833790&doi=10.1037%2f0096-3445.120.1.101&partnerID=40&md5=9a351a561aeb5b3e3bf2e13d9a978aec",Article,,Scopus,2-s2.0-0347833790
"Umiltá, C.","Problems of the Salient-Features Coding Hypothesis: Comment on Weeks and Proctor",1991,"Journal of Experimental Psychology: General","120","1",,"83","86",,22,10.1037/0096-3445.120.1.83,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040118774&doi=10.1037%2f0096-3445.120.1.83&partnerID=40&md5=a040b752b963ebdb77d9223b17be4065",Article,,Scopus,2-s2.0-0040118774
"Hertel, P.T., Rude, S.S.","Depressive Deficits in Memory: Focusing Attention Improves Subsequent Recall",1991,"Journal of Experimental Psychology: General","120","3",,"301","309",,118,10.1037/0096-3445.120.3.301,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026216335&doi=10.1037%2f0096-3445.120.3.301&partnerID=40&md5=561ed5002d5f18e6851e2551ffb49714",Article,,Scopus,2-s2.0-0026216335
"Cleeremans, A., McClelland, J.L.","Learning the Structure of Event Sequences",1991,"Journal of Experimental Psychology: General","120","3",,"235","253",,368,10.1037/0096-3445.120.3.235,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026215546&doi=10.1037%2f0096-3445.120.3.235&partnerID=40&md5=c8530688a1d877fcf650c156b50cc485",Article,,Scopus,2-s2.0-0026215546
"Gibbs Jr., R.W., Nayak, N.P.","Why Idioms Mean What They Do",1991,"Journal of Experimental Psychology: General","120","1",,"93","95",,14,10.1037/0096-3445.120.1.93,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002114618&doi=10.1037%2f0096-3445.120.1.93&partnerID=40&md5=7fc6e8a0a9a4aa8cebf71efa606dee9e",Article,,Scopus,2-s2.0-0002114618
"Metcalfe, J., Bjork, R.A.","Composite Models Never (well, hardly ever) Compromise: Reply to Schooler and Tanaka (1991)",1991,"Journal of Experimental Psychology: General","120","2",,"203","210",,9,10.1037/0096-3445.120.2.203,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026180234&doi=10.1037%2f0096-3445.120.2.203&partnerID=40&md5=48f2f97a426cac8201976f695647612b",Article,,Scopus,2-s2.0-0026180234
"Furedy, J.J.","Realist Versus Instrumentalist Approaches to Clarifying the Conditions for Orienting Response Habituation",1991,"Journal of Experimental Psychology: General","120","1",,"106","109",,1,10.1037/0096-3445.120.1.106,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149204642&doi=10.1037%2f0096-3445.120.1.106&partnerID=40&md5=afe37817eaf95e8ed618080355890bfa",Article,,Scopus,2-s2.0-58149204642
"Allen, S.W., Brooks, L.R.","Specializing the Operation of an Explicit Rule",1991,"Journal of Experimental Psychology: General","120","1",,"3","19",,175,10.1037/0096-3445.120.1.3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001902777&doi=10.1037%2f0096-3445.120.1.3&partnerID=40&md5=8355af781d7203b107b9cc014b86c21a",Article,,Scopus,2-s2.0-0001902777
"Farah, M.J., McClelland, J.L.","A Computational Model of Semantic Memory Impairment: Modality Specificity and Emergent Category Specificity",1991,"Journal of Experimental Psychology: General","120","4",,"339","357",,498,10.1037/0096-3445.120.4.339,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026297991&doi=10.1037%2f0096-3445.120.4.339&partnerID=40&md5=794bf5bfc292e1d3cdf079765cf3dbfc",Article,,Scopus,2-s2.0-0026297991
"Balota, D.A., Chumbley, J.I.","Where Are the Effects of Frequency in Visual Word Recognition Tasks? Right Where We Said They Were! Comment on Monsell, Doyle, and Haggard (1989)",1990,"Journal of Experimental Psychology: General","119","2",,"231","237",,47,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025438099&partnerID=40&md5=c295eac09117da51f484ec10e593719a",Article,,Scopus,2-s2.0-0025438099
"Ritov, I., Gati, I., Tversky, A.","Reply to Keren",1990,"Journal of Experimental Psychology: General","119","1",,"44","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149206540&partnerID=40&md5=b91bfd87d89b33ffcb6d33011b9d51b3",Article,,Scopus,2-s2.0-58149206540
"DeCarlo, L.T., Cross, D.V.","Sequential Effects in Magnitude Scaling: Models and Theory",1990,"Journal of Experimental Psychology: General","119","4",,"375","396",,69,10.1037/0096-3445.119.4.375,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0012874304&doi=10.1037%2f0096-3445.119.4.375&partnerID=40&md5=4eb5068d13e6faef99e3ec151b197734",Article,,Scopus,2-s2.0-0012874304
"Schacter, D.L., Cooper, L.A., Delaney, S.M.","Implicit Memory for Unfamiliar Objects Depends on Access to Structural Descriptions",1990,"Journal of Experimental Psychology: General","119","1",,"5","24",,235,10.1037/0096-3445.119.1.5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025390422&doi=10.1037%2f0096-3445.119.1.5&partnerID=40&md5=e20a9835883d317d7269ff86e0856f09",Article,,Scopus,2-s2.0-0025390422
"Pillemer, D.B.","Clarifying the Flashbulb Memory Concept: Comment on McCloskey, Wible, and Cohen (1988)",1990,"Journal of Experimental Psychology: General","119","1",,"92","96",,15,10.1037/0096-3445.119.1.92,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242718765&doi=10.1037%2f0096-3445.119.1.92&partnerID=40&md5=d10e2d69ea4ea5c09be452ff080eb437",Article,,Scopus,2-s2.0-0242718765
"Jennings, J.R., Nebes, R.D., Yovetich, N.A.","Aging Increases the Energetic Demands of Episodic Memory: A Cardiovascular Analysis",1990,"Journal of Experimental Psychology: General","119","1",,"77","91",,25,10.1037/0096-3445.119.1.77,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025396828&doi=10.1037%2f0096-3445.119.1.77&partnerID=40&md5=a907991180ab205bf07b9953b9c2604c",Article,,Scopus,2-s2.0-0025396828
"Metcalfe, J.","Composite Holographic Associative Recall Model (CHARM) and Blended Memories in Eyewitness Testimony",1990,"Journal of Experimental Psychology: General","119","2",,"145","160",,78,10.1037/0096-3445.119.2.145,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025443106&doi=10.1037%2f0096-3445.119.2.145&partnerID=40&md5=eb74ca5f49914da0d78506281a54327c",Article,,Scopus,2-s2.0-0025443106
"Gati, I., Ben-Shakhar, G.","Novelty and Significance in Orientation and Habituation: A Feature-Matching Approach",1990,"Journal of Experimental Psychology: General","119","3",,"251","263",,82,10.1037/0096-3445.119.3.251,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025485554&doi=10.1037%2f0096-3445.119.3.251&partnerID=40&md5=57c4232fb7dac23fd8a8c25118a1ec6d",Article,,Scopus,2-s2.0-0025485554
"Nelson, T.O.","Comparable Measurement Scales in Task-Comparison Experiments",1990,"Journal of Experimental Psychology: General","119","1",,"25","29",,1,10.1037/0096-3445.119.1.25,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025397599&doi=10.1037%2f0096-3445.119.1.25&partnerID=40&md5=afb44588c5e7006a1bd81fef04bb3534",Article,,Scopus,2-s2.0-0025397599
"Ellis, H.C.","Depressive Deficits in Memory: Processing Initiative and Resource Allocation",1990,"Journal of Experimental Psychology: General","119","1",,"60","62",,22,10.1037/0096-3445.119.1.60,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025395053&doi=10.1037%2f0096-3445.119.1.60&partnerID=40&md5=81a2350708953e0b8789f10b209c342a",Article,,Scopus,2-s2.0-0025395053
"Perruchet, P., Pacteau, C.","Synthetic Grammar Learning: Implicit Rule Abstraction or Explicit Fragmentary Knowledge?",1990,"Journal of Experimental Psychology: General","119","3",,"264","275",,314,10.1037/0096-3445.119.3.264,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000930961&doi=10.1037%2f0096-3445.119.3.264&partnerID=40&md5=521e4f781e88e9e968c7044cffe0a32e",Article,,Scopus,2-s2.0-0000930961
"Nelson, T.O., Dunlosky, J., White, D.M., Steinberg, J., Townes, B.D., Anderson, D.","Cognition and Metacognition at Extreme Altitudes on Mount Everest",1990,"Journal of Experimental Psychology: General","119","4",,"367","374",,53,10.1037/0096-3445.119.4.367,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025582772&doi=10.1037%2f0096-3445.119.4.367&partnerID=40&md5=900b76e359b74d25c43f75c71a2bb321",Article,,Scopus,2-s2.0-0025582772
"Mathews, R.C.","Abstractness of Implicit Grammar Knowledge: Comments on Perruchet and Pacteau's Analysis of Synthetic Grammar Learning",1990,"Journal of Experimental Psychology: General","119","4",,"412","416",,26,10.1037/0096-3445.119.4.412,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0009240019&doi=10.1037%2f0096-3445.119.4.412&partnerID=40&md5=f342caa7fcab10e14d4a015e2c95908a",Article,,Scopus,2-s2.0-0009240019
"Herman, L.M., Morrel-Samuels, P., Pack, A.A.","Bottlenosed Dolphin and Human Recognition of Veridical and Degraded Video Displays of an Artificial Gestural Language",1990,"Journal of Experimental Psychology: General","119","2",,"215","230",,50,10.1037/0096-3445.119.2.215,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025440948&doi=10.1037%2f0096-3445.119.2.215&partnerID=40&md5=3b575c3d29cd0f5edbd9752a8cd3401e",Article,,Scopus,2-s2.0-0025440948
"Keren, G.","On the Intricacies Involved in the Study of Similarity Judgments: Comment on Ritov, Gati, and Tversky",1990,"Journal of Experimental Psychology: General","119","1",,"42","43",,1,10.1037/0096-3445.119.1.42,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025396283&doi=10.1037%2f0096-3445.119.1.42&partnerID=40&md5=0a194eca36e2bd3f08db70d5b3f0a164",Article,,Scopus,2-s2.0-0025396283
"Shanks, D.R.","Connectionism and Human Learning: Critique of Gluck and Bower (1988)",1990,"Journal of Experimental Psychology: General","119","1",,"101","104",,9,10.1037/0096-3445.119.1.101,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842696588&doi=10.1037%2f0096-3445.119.1.101&partnerID=40&md5=34f81d519db0ad507898853085711b86",Article,,Scopus,2-s2.0-1842696588
"Nayak, N.P., Gibbs Jr., R.W.","Conceptual Knowledge in the Interpretation of Idioms",1990,"Journal of Experimental Psychology: General","119","3",,"315","330",,70,10.1037/0096-3445.119.3.315,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025484354&doi=10.1037%2f0096-3445.119.3.315&partnerID=40&md5=68c1d06078fed7ae01498a117c7908b5",Article,,Scopus,2-s2.0-0025484354
"Weeks, D.J., Proctor, R.W.","Salient-Features Coding in the Translation Between Orthogonal Stimulus and Response Dimensions",1990,"Journal of Experimental Psychology: General","119","4",,"355","366",,97,10.1037/0096-3445.119.4.355,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000009486&doi=10.1037%2f0096-3445.119.4.355&partnerID=40&md5=b2758ca4fc923befb2c99a69eaeb1d61",Article,,Scopus,2-s2.0-0000009486
"Sweller, J., Chandler, P., Tierney, P., Cooper, M.","Cognitive Load as a Factor in the Structuring of Technical Material",1990,"Journal of Experimental Psychology: General","119","2",,"176","192",,299,10.1037/0096-3445.119.2.176,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000584898&doi=10.1037%2f0096-3445.119.2.176&partnerID=40&md5=2b6660995d268a66695d72e8ce099dc6",Article,,Scopus,2-s2.0-0000584898
"Monsell, S.","Frequency Effects in Lexical Tasks: Reply to Balota and Chumbley",1990,"Journal of Experimental Psychology: General","119","3",,"335","339",,20,10.1037/0096-3445.119.3.335,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001606014&doi=10.1037%2f0096-3445.119.3.335&partnerID=40&md5=e6a831851103ce0cb23277af22d644cf",Article,,Scopus,2-s2.0-0001606014
"Hertel, P.T., Hardin, T.S.","Remembering With and Without Awareness in a Depressed Mood: Evidence of Deficits in Initiative",1990,"Journal of Experimental Psychology: General","119","1",,"45","59",,140,10.1037/0096-3445.119.1.45,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025391089&doi=10.1037%2f0096-3445.119.1.45&partnerID=40&md5=4037f31bbe9bb9ff747c0fca7ee20a54",Article,,Scopus,2-s2.0-0025391089
"Johnston, W.A., Hawley, K.J., Plewe, S.H., Elliott, J.M.G., DeWitt, M.J.","Attention Capture by Novel Stimuli",1990,"Journal of Experimental Psychology: General","119","4",,"397","411",,135,10.1037/0096-3445.119.4.397,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025582773&doi=10.1037%2f0096-3445.119.4.397&partnerID=40&md5=48e1e0d34ad0b22366c8cfbda880d76f",Article,,Scopus,2-s2.0-0025582773
"Brown, N.R.","Organization of Public Events in Long-Term Memory",1990,"Journal of Experimental Psychology: General","119","3",,"297","314",,74,10.1037/0096-3445.119.3.297,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001128971&doi=10.1037%2f0096-3445.119.3.297&partnerID=40&md5=bf2e602c2e97fc70c0aff1ce402d55f6",Article,,Scopus,2-s2.0-0001128971
